time(ms),cc1Val(0-127)
2818,20
2820,19
2822,18
2824,18
2826,16
2828,15
2830,13
2833,12
2835,11
2837,10
2839,10
2841,9
2844,8
2846,7
2848,6
2850,5
2853,4
2855,3
2857,2
2860,2
2863,1
2866,1
2868,0
2870,1
2872,2
2874,3
2877,3
2879,3
2881,4
2882,4
2884,5
2886,5
2888,6
2889,6
2891,6
2893,7
2895,7
2897,7
2899,8
2901,8
2904,8
2906,9
2908,9
2911,10
2914,10
2917,10
2919,11
2921,11
2923,11
2925,12
2927,12
2928,13
2930,13
2932,14
2934,14
2936,15
2938,15
2940,15
2942,15
2945,16
2947,16
2950,17
2953,17
2955,17
2957,17
2959,17
2960,18
2962,18
2964,19
2966,19
2968,20
2970,20
2972,21
2974,21
2976,22
2979,23
2980,24
2982,25
2984,26
2985,26
2987,27
2989,28
2991,29
2993,29
2995,31
2997,33
2999,34
3001,35
3003,36
3005,37
3007,37
3009,38
3011,40
3013,42
3015,43
3017,44
3019,45
3021,45
3023,46
3025,47
3027,48
3029,49
3031,50
3033,51
3035,51
3037,52
3039,52
3041,53
3043,54
3045,54
3047,55
3049,56
3051,56
3053,57
3054,58
3056,58
3058,59
3060,59
3062,60
3064,60
3066,61
3068,62
3070,62
3071,63
3073,63
3075,64
3077,64
3079,65
3081,66
3083,66
3085,67
3087,67
3089,68
3091,69
3092,70
3094,71
3096,72
3099,72
3101,73
3102,74
3104,75
3106,76
3108,77
3110,78
3112,80
3114,81
3117,82
3119,83
3121,84
3122,85
3124,86
3127,88
3129,89
3131,90
3133,91
3135,92
3137,92
3138,93
3140,94
3142,94
3144,95
3146,96
3147,96
3149,96
3151,96
3152,95
3154,95
3156,95
3158,94
3160,94
3162,93
3164,93
3166,92
3168,92
3169,91
3170,90
3172,89
3174,88
3176,87
3178,86
3180,85
3182,84
3184,83
3186,82
3188,80
3191,79
3193,78
3195,77
3197,76
3199,75
3201,73
3203,72
3205,71
3207,70
3209,68
3210,67
3212,66
3214,65
3216,64
3218,63
3220,62
3222,62
3224,61
3226,60
3228,59
3230,58
3232,56
3234,55
3235,54
3237,53
3239,51
3240,50
3242,49
3244,48
3246,47
3248,46
3250,45
3252,44
3254,44
3256,43
3258,43
3260,42
3262,41
3264,39
3266,38
3268,36
3270,35
3272,33
3274,32
3275,31
3277,29
3279,28
3281,26
3283,25
3285,24
3287,23
3289,22
3291,21
3293,20
3295,19
3297,18
3299,17
3301,16
3303,15
3305,14
3307,13
3309,12
3311,11
3313,11
3315,10
3316,9
3318,8
3320,7
3321,7
3323,6
3325,6
3327,5
3329,4
3331,4
3333,3
3334,3
3336,2
3338,2
3340,1
3342,1
3344,0
3346,1
3348,1
3350,2
3351,2
3353,3
3355,3
3357,4
3360,4
3362,5
3364,6
3366,7
3367,8
3369,9
3371,10
3373,11
3375,11
3377,12
3379,14
3381,15
3383,16
3385,17
3387,18
3389,19
3391,20
3393,21
3395,23
3396,24
3398,25
3400,26
3402,27
3404,28
3406,28
3408,28
3410,29
3412,29
3414,30
3416,30
3418,31
3420,31
3422,32
3424,32
3426,33
3428,34
3430,34
3432,35
3434,35
3436,36
3438,37
3440,37
3442,37
3444,38
3446,38
3448,39
3450,39
3452,39
3454,40
3456,40
3458,40
3460,41
3462,41
3464,41
3466,41
3468,41
3470,41
3472,41
3474,42
3475,42
3477,42
3479,42
3481,42
3483,43
3485,43
3487,43
3489,44
3491,44
3493,45
3495,45
3497,46
3499,46
3501,47
3503,48
3505,49
3507,50
3509,51
3511,52
3513,53
3515,54
3517,55
3519,56
3521,57
3523,58
3525,59
3527,60
3529,61
3531,62
3533,62
3535,63
3537,64
3539,65
3541,66
3543,67
3545,67
3548,68
3550,68
3551,69
3553,69
3555,69
3557,70
3559,71
3561,71
3564,71
3566,72
3568,72
3569,72
3570,73
3572,73
3574,73
3576,74
3578,74
3580,74
3582,74
3584,74
3585,75
3586,75
3588,75
3590,75
3592,75
3594,75
3596,75
3598,75
3600,75
3602,75
3603,75
3605,75
3607,75
3609,75
3611,76
3613,76
3615,76
3617,76
3619,76
3621,76
3623,75
3625,75
3627,75
3629,75
3631,74
3633,74
3635,74
3637,74
3639,73
3641,73
3643,71
3645,71
3647,70
3649,69
3651,68
3653,67
3655,66
3657,65
3659,63
3661,62
3662,61
3663,60
3665,58
3668,57
3670,56
3672,54
3674,53
3676,52
3678,50
3680,48
3683,46
3685,44
3687,42
3689,41
3692,39
3694,38
3696,36
3699,34
3701,32
3703,30
3705,28
3707,27
3710,26
3712,25
3714,24
3716,23
3718,21
3720,20
3722,18
3724,17
3727,16
3729,15
3732,14
3735,13
3736,12
3739,11
3740,9
3742,8
3744,7
3745,6
3747,6
3749,5
3751,4
3753,4
3755,3
3756,3
3758,2
3760,2
3762,2
3764,2
3766,2
3768,2
3770,2
3772,2
3774,2
3776,2
3778,2
3780,2
3782,2
3784,2
3786,2
3789,2
3792,2
3794,2
3796,2
3798,2
3801,2
3804,2
3806,2
3808,2
3810,2
3812,2
3814,2
3816,2
3818,2
3820,2
3822,2
3824,2
3826,2
3828,2
3831,2
3833,2
3836,2
3838,2
3840,2
3842,2
3844,2
3846,2
3849,2
3851,2
3853,2
3855,2
3857,2
3859,2
3861,2
3863,2
3865,2
3867,2
3869,2
3871,2
3874,2
3877,2
3879,2
3881,2
3883,2
3885,2
3887,2
3889,2
3891,2
3893,2
3895,2
3897,2
3899,2
3901,2
3903,2
3905,2
3907,2
3909,2
3911,2
3913,2
3916,2
3918,2
3920,2
3923,2
3925,2
3927,2
3930,2
3932,2
3934,2
3936,2
3938,2
3941,2
3943,2
3945,2
3947,2
3949,2
3951,2
3953,2
3955,2
3958,2
3960,2
3962,2
3964,2
3966,2
3968,2
3970,2
3972,2
3974,2
3976,2
3978,2
3980,2
3982,2
3984,2
3986,2
3988,2
3991,2
3993,2
3995,2
3997,2
3999,2
4001,2
4003,2
4005,2
4007,2
4009,2
4011,2
4013,2
4015,2
4017,2
4019,2
4022,2
4024,2
4027,2
4029,2
4031,2
4033,2
4035,2
4037,2
4039,2
4041,2
4043,2
4046,2
4048,2
4050,2
4052,2
4054,2
4056,2
4058,2
4060,2
4062,2
4064,2
4066,2
4068,2
4070,2
4072,2
4074,2
4076,2
4078,2
4081,2
4083,2
4085,2
4087,2
4090,2
4093,2
4095,2
4097,2
4099,2
4101,2
4103,2
4105,2
4107,2
4109,2
4111,2
4113,2
4116,2
4118,2
4119,2
4121,2
4123,2
4125,2
4127,2
4129,2
4131,2
4133,2
4135,2
4138,2
4140,2
4143,2
4145,2
4147,2
4149,2
4151,2
4153,2
4156,2
4158,2
4160,2
4162,2
4164,2
4167,2
4169,2
4171,2
4173,2
4175,2
4177,2
4179,2
4181,2
4183,2
4185,2
4187,2
4189,2
4191,2
4193,2
4195,2
4197,2
4200,2
4202,2
4204,2
4206,2
4208,2
4210,2
4212,2
4214,2
4216,2
4218,2
4220,2
4222,2
4224,2
4226,2
4228,2
4230,2
4233,2
4235,2
4238,2
4240,2
4243,2
4245,2
4247,2
4249,2
4252,2
4254,2
4256,2
4258,2
4260,2
4262,2
4264,2
4266,2
4268,2
4270,2
4272,2
4274,2
4276,2
4278,2
4280,2
4282,2
4284,2
4286,2
4288,2
4290,2
4292,2
4294,2
4296,2
4299,2
4301,2
4303,2
4305,2
4307,2
4309,2
4311,2
4313,2
4315,2
4317,2
4319,2
4321,2
4323,2
4325,2
4327,2
4329,2
4331,2
4333,2
4335,2
4337,2
4339,2
4341,2
4343,2
4345,2
4347,2
4349,2
4351,2
4353,2
4355,2
4357,2
4359,2
4361,2
4363,2
4365,2
4367,2
4369,2
4372,2
4375,2
4378,2
4380,2
4382,2
4384,2
4385,2
4387,2
4389,2
4391,2
4393,2
4395,2
4397,2
4399,2
4401,2
4403,2
4405,2
4407,2
4409,2
4411,2
4413,2
4415,2
4417,2
4419,2
4421,2
4423,2
4425,2
4427,2
4429,2
4431,2
4433,2
4435,2
4437,2
4439,2
4442,2
4445,2
4447,2
4450,2
4452,2
4454,2
4456,2
4458,2
4460,2
4462,2
4464,2
4466,2
4468,2
4470,2
4472,2
4474,2
4476,2
4478,2
4481,2
4483,2
4485,2
4487,2
4489,2
4491,2
4493,2
4495,2
4497,2
4499,2
4501,2
4503,2
4505,2
4507,2
4509,2
4512,2
4514,2
4517,2
4519,2
4521,2
4523,2
4525,2
4527,2
4529,2
4531,2
4533,2
4535,2
4537,2
4539,2
4541,2
4543,2
4545,2
4547,2
4550,2
4552,2
4554,2
4556,2
4558,2
4560,2
4562,2
4564,2
4566,2
4568,2
4570,2
4573,2
4575,2
4577,2
4579,2
4581,2
4583,2
4585,2
4588,2
4590,2
4593,2
4595,2
4597,2
4599,2
4601,2
4603,2
4605,2
4607,2
4609,2
4611,2
4614,2
4616,2
4619,2
4621,2
4623,2
4625,2
4628,2
4630,2
4632,2
4634,2
4637,2
4639,2
4641,2
4643,2
4645,2
4646,2
4648,2
4651,2
4653,2
4655,2
4657,2
4659,2
4662,2
4664,2
4666,2
4668,2
4670,2
4672,2
4674,2
4676,2
4678,2
4680,2
4682,2
4685,2
4687,2
4689,2
4691,2
4693,2
4695,2
4697,2
4699,2
4701,2
4703,2
4705,2
4707,2
4709,2
4711,2
4713,2
4715,2
4717,2
4719,2
4721,2
4724,2
4726,2
4728,2
4731,2
4733,2
4735,2
4736,2
4738,2
4741,2
4743,2
4745,2
4747,2
4749,2
4751,2
4753,2
4755,2
4757,2
4759,2
4762,2
4764,2
4767,2
4769,2
4771,2
4773,2
4775,2
4777,2
4779,2
4781,2
4783,2
4786,2
4788,2
4790,2
4792,2
4794,2
4797,2
4800,2
4802,2
4805,2
4807,2
4809,2
4811,2
4813,2
4815,2
4818,2
4820,2
4822,2
4824,2
4826,2
4828,2
4830,2
4832,2
4834,2
4836,2
4838,2
4840,2
4842,2
4844,2
4846,2
4848,2
4850,2
4852,2
4854,2
4856,2
4858,2
4860,2
4862,2
4864,2
4866,2
4868,2
4870,2
4872,2
4874,2
4876,2
4878,2
4880,2
4882,2
4884,2
4886,2
4888,2
4890,2
4892,2
4894,2
4896,2
4898,2
4900,2
4902,2
4904,2
4907,2
4909,2
4911,2
4913,2
4915,2
4918,2
4920,2
4923,2
4925,2
4927,2
4929,2
4931,2
4933,2
4935,2
4937,2
4939,2
4941,2
4943,2
4945,2
4947,2
4949,2
4952,2
4954,2
4956,2
4958,2
4960,2
4962,2
4964,2
4966,2
4968,2
4970,2
4972,2
4974,2
4976,2
4979,2
4981,2
4983,2
4985,2
4987,2
4989,2
4992,2
4994,2
4996,2
4998,2
5000,2
5003,2
5005,2
5007,2
5009,2
5011,2
5013,2
5015,2
5017,2
5019,2
5021,2
5023,2
5025,2
5027,2
5029,2
5031,2
5034,2
5036,2
5038,2
5040,2
5042,2
5044,2
5046,2
5048,2
5050,2
5052,2
5054,2
5056,2
5058,2
5060,2
5062,2
5063,2
5065,2
5068,2
5070,2
5072,2
5074,2
5076,2
5078,2
5081,2
5083,2
5085,2
5087,2
5089,2
5091,2
5093,2
5095,2
5097,2
5099,2
5101,2
5103,2
5105,2
5107,2
5109,2
5111,2
5113,2
5115,2
5118,2
5120,2
5122,2
5124,2
5126,2
5128,2
5131,2
5133,2
5135,2
5137,2
5139,2
5141,2
5143,2
5145,2
5147,2
5149,2
5151,2
5153,2
5155,2
5157,2
5159,2
5161,2
5163,2
5165,2
5167,2
5169,2
5171,2
5173,2
5175,2
5177,2
5179,2
5181,2
5183,2
5185,2
5187,2
5189,2
5191,2
5193,2
5195,2
5198,2
5200,2
5202,2
5204,2
5206,2
5208,2
5210,2
5212,2
5214,2
5216,2
5218,2
5220,2
5222,2
5224,2
5226,2
5228,2
5230,2
5232,2
5234,2
5236,2
5239,2
5241,2
5243,2
5245,2
5247,2
5250,2
5252,2
5254,2
5257,2
5259,2
5261,2
5263,2
5265,2
5267,2
5269,2
5271,2
5273,2
5275,2
5277,2
5279,2
5281,2
5283,2
5285,2
5286,2
5289,2
5291,2
5293,2
5295,2
5297,2
5299,2
5301,2
5303,2
5305,2
5307,2
5309,2
5311,2
5313,2
5315,2
5318,2
5320,2
5322,2
5324,2
5327,2
5329,2
5331,2
5333,2
5335,2
5337,2
5339,2
5341,2
5343,2
5345,2
5348,2
5350,2
5353,2
5355,2
5357,2
5359,2
5362,2
5364,2
5366,2
5368,2
5370,2
5372,2
5374,2
5376,2
5378,2
5380,2
5382,2
5384,2
5386,2
5388,2
5390,2
5392,2
5394,2
5396,2
5398,2
5400,2
5402,2
5404,2
5406,2
5408,2
5410,2
5412,2
5414,2
5416,2
5418,2
5420,2
5422,2
5424,2
5426,2
5428,2
5430,2
5432,2
5434,2
5436,2
5438,2
5440,2
5442,2
5444,2
5446,2
5448,2
5450,2
5452,2
5454,2
5456,2
5458,2
5460,2
5462,2
5464,2
5466,2
5468,2
5470,2
5472,2
5474,2
5476,2
5478,2
5480,2
5482,2
5484,2
5486,2
5488,2
5490,2
5492,2
5494,2
5496,2
5498,2
5500,2
5502,2
5504,2
5506,2
5508,2
5510,2
5512,2
5514,2
5516,2
5518,2
5520,2
5522,2
5524,2
5526,2
5528,2
5530,2
5532,2
5534,2
5536,2
5538,2
5540,2
5542,2
5544,2
5546,2
5548,2
5550,2
5552,2
5554,2
5556,2
5558,2
5560,2
5562,2
5564,2
5566,2
5568,2
5570,2
5572,2
5574,2
5576,2
5578,2
5580,2
5582,2
5584,2
5586,2
5588,2
5590,2
5592,2
5594,2
5596,2
5598,2
5600,2
5602,2
5604,2
5606,2
5608,2
5610,2
5612,2
5614,2
5616,2
5618,2
5620,2
5622,2
5624,2
5626,2
5628,2
5630,2
5632,2
5634,2
5636,2
5638,2
5640,2
5642,2
5644,2
5646,2
5648,2
5650,2
5652,2
5654,2
5656,2
5658,2
5660,2
5662,2
5664,2
5666,2
5668,2
5670,2
5672,2
5674,2
5676,2
5678,2
5680,2
5682,2
5684,2
5686,2
5688,2
5690,2
5692,2
5694,2
5696,2
5698,2
5700,2
5702,2
5705,2
5707,2
5709,2
5711,2
5713,2
5715,2
5717,2
5719,2
5721,2
5724,2
5726,2
5728,2
5730,2
5732,2
5734,2
5736,2
5738,2
5740,2
5742,2
5744,2
5746,2
5748,2
5750,2
5752,2
5754,2
5756,2
5758,2
5760,2
5762,2
5764,2
5766,2
5768,2
5770,2
5772,2
5774,2
5776,2
5778,2
5780,2
5782,2
5784,2
5786,2
5788,2
5790,2
5792,2
5794,2
5796,2
5798,2
5800,2
5802,2
5804,2
5806,2
5809,2
5811,2
5813,2
5815,2
5817,2
5819,2
5821,2
5823,2
5826,2
5828,2
5831,2
5833,2
5835,2
5837,2
5839,2
5842,2
5844,2
5846,2
5848,2
5850,2
5852,2
5854,2
5856,2
5858,2
5860,2
5863,2
5865,2
5867,2
5869,2
5871,2
5873,2
5875,2
5877,2
5879,2
5881,2
5883,2
5885,2
5887,2
5889,2
5891,2
5893,2
5895,2
5897,2
5899,2
5901,2
5903,2
5905,2
5907,2
5909,2
5911,2
5913,2
5915,2
5917,2
5920,2
5922,2
5925,2
5927,2
5929,2
5931,2
5933,2
5935,2
5937,2
5939,2
5941,2
5943,2
5945,2
5947,2
5949,2
5952,2
5954,2
5956,2
5958,2
5960,2
5962,2
5964,2
5966,2
5968,2
5970,2
5972,2
5975,2
5977,2
5979,2
5981,2
5984,2
5986,2
5988,2
5990,2
5992,2
5994,2
5996,2
5999,2
6001,2
6003,2
6005,2
6007,2
6009,2
6011,2
6013,2
6015,2
6017,2
6019,2
6021,2
6024,2
6026,2
6028,2
6031,2
6033,2
6035,2
6038,2
6040,2
6042,2
6044,2
6046,2
6048,2
6050,2
6052,2
6054,2
6056,2
6058,2
6060,2
6062,2
6064,2
6066,2
6068,2
6070,2
6072,2
6074,2
6076,2
6079,2
6081,2
6083,2
6085,2
6087,2
6089,2
6091,2
6093,2
6095,2
6097,2
6099,2
6100,2
6102,2
6104,2
6107,2
6109,2
6111,2
6113,2
6115,2
6117,2
6119,2
6121,2
6123,2
6125,2
6127,2
6129,2
6131,2
6133,2
6135,2
6137,2
6139,2
6141,2
6143,2
6145,2
6147,2
6149,2
6151,2
6153,2
6156,2
6158,2
6160,2
6163,2
6165,2
6167,2
6169,2
6171,2
6173,2
6175,2
6177,2
6179,2
6182,2
6184,2
6186,2
6188,2
6190,2
6192,2
6194,2
6196,2
6198,2
6200,2
6202,2
6204,2
6207,2
6210,2
6213,2
6215,2
6218,2
6220,2
6222,2
6224,2
6226,2
6229,2
6231,2
6233,2
6235,2
6237,2
6239,2
6241,2
6243,2
6245,2
6248,2
6250,2
6253,2
6254,2
6256,2
6259,2
6261,2
6263,2
6265,2
6268,2
6270,2
6272,2
6274,2
6276,2
6278,2
6280,2
6282,2
6285,2
6287,2
6289,2
6291,2
6293,2
6295,2
6297,2
6299,2
6301,2
6302,2
6305,2
6307,2
6309,2
6311,2
6313,2
6315,2
6317,2
6319,2
6321,2
6323,2
6326,2
6328,2
6330,2
6332,2
6334,2
6336,2
6338,2
6340,2
6342,2
6344,2
6346,2
6348,2
6350,2
6352,2
6354,2
6356,2
6358,2
6360,2
6362,2
6364,2
6366,2
6368,2
6369,2
6371,2
6373,2
6375,2
6377,2
6379,2
6381,2
6383,2
6386,2
6388,2
6390,2
6392,2
6394,2
6396,2
6398,2
6400,2
6402,2
6404,2
6406,2
6408,2
6410,2
6412,2
6414,2
6416,2
6418,2
6420,2
6423,2
6425,2
6427,2
6430,2
6432,2
6434,2
6436,2
6438,2
6440,2
6442,2
6444,2
6446,2
6449,2
6451,2
6453,2
6455,2
6457,2
6459,2
6461,2
6463,2
6466,2
6468,2
6470,2
6472,2
6475,2
6477,2
6479,2
6482,2
6484,2
6486,2
6488,2
6490,2
6492,2
6495,2
6497,2
6499,2
6501,2
6503,2
6505,2
6507,2
6509,2
6511,2
6513,2
6515,2
6517,2
6519,2
6521,2
6522,2
6524,2
6526,2
6529,2
6531,2
6533,2
6535,2
6537,2
6539,2
6541,2
6543,2
6545,2
6547,2
6549,2
6551,2
6553,2
6555,2
6557,2
6560,2
6562,2
6564,2
6566,2
6568,2
6570,2
6572,2
6574,2
6576,2
6578,2
6580,2
6582,2
6584,2
6586,2
6588,2
6591,2
6593,2
6595,2
6597,2
6599,2
6602,2
6604,2
6606,2
6608,2
6610,2
6612,2
6614,2
6616,2
6618,2
6620,2
6622,2
6624,2
6627,2
6629,2
6631,2
6634,2
6636,2
6639,2
6641,2
6644,2
6646,2
6648,2
6650,2
6652,2
6654,2
6657,2
6659,2
6661,2
6663,2
6665,2
6667,2
6669,2
6671,2
6673,2
6675,2
6677,2
6679,2
6681,2
6684,2
6686,2
6688,2
6690,2
6692,2
6694,2
6696,2
6698,2
6700,2
6703,2
6705,2
6707,2
6710,2
6712,2
6714,2
6716,2
6718,2
6720,2
6722,2
6725,2
6727,2
6730,2
6732,2
6734,2
6736,2
6738,2
6740,2
6742,2
6744,2
6746,2
6748,2
6750,2
6752,2
6754,2
6756,2
6758,2
6760,2
6762,2
6764,2
6766,2
6768,2
6770,2
6771,2
6773,2
6775,2
6777,2
6779,2
6781,2
6783,2
6785,2
6787,2
6788,2
6790,2
6792,2
6794,2
6796,2
6798,2
6800,2
6802,2
6804,2
6805,2
6807,2
6810,2
6813,2
6815,2
6817,2
6819,2
6821,2
6823,2
6825,2
6827,2
6829,2
6831,2
6833,2
6835,2
6837,2
6839,2
6841,2
6843,2
6845,2
6847,2
6849,2
6851,2
6853,2
6855,2
6857,2
6859,2
6861,2
6863,2
6865,2
6867,2
6869,2
6871,2
6873,2
6875,2
6878,2
6880,2
6882,2
6884,2
6887,2
6889,2
6891,2
6893,2
6895,2
6897,2
6899,2
6901,2
6903,2
6905,2
6907,2
6910,2
6912,2
6914,2
6916,2
6918,2
6920,2
6922,2
6924,2
6926,2
6929,2
6931,2
6933,2
6935,2
6937,2
6939,2
6941,2
6943,2
6945,2
6947,2
6949,2
6951,2
6954,2
6956,2
6958,2
6960,2
6962,2
6964,2
6966,2
6968,2
6970,2
6972,2
6974,2
6976,2
6978,2
6980,2
6982,2
6984,2
6986,2
6988,2
6990,2
6991,2
6994,2
6996,2
6998,2
7000,2
7002,2
7004,2
7006,2
7008,2
7010,2
7012,2
7014,2
7016,2
7018,2
7020,2
7022,2
7024,2
7026,2
7028,2
7030,2
7032,2
7034,2
7036,2
7038,2
7040,2
7042,2
7044,2
7046,2
7048,2
7050,2
7052,2
7054,2
7056,2
7058,2
7060,2
7062,2
7065,2
7067,2
7069,2
7071,2
7073,2
7076,2
7078,2
7080,2
7082,2
7084,2
7086,2
7088,2
7090,2
7092,2
7094,2
7096,2
7098,2
7100,2
7102,2
7104,2
7106,2
7108,2
7110,2
7112,2
7114,2
7116,2
7118,2
7120,2
7123,2
7125,2
7127,2
7130,2
7133,2
7135,2
7137,2
7139,2
7142,2
7144,2
7146,2
7148,2
7150,2
7152,2
7154,2
7156,2
7158,2
7160,2
7162,2
7164,2
7166,2
7168,2
7170,2
7172,2
7174,2
7176,2
7178,2
7180,2
7182,2
7184,2
7186,2
7188,2
7190,2
7192,2
7194,2
7196,2
7198,2
7200,2
7202,2
7204,2
7206,2
7208,2
7211,2
7213,2
7215,2
7217,2
7219,2
7221,2
7224,2
7227,2
7229,2
7231,2
7233,2
7235,2
7237,2
7239,2
7241,2
7243,2
7245,2
7247,2
7249,2
7251,2
7253,2
7255,2
7257,2
7259,2
7261,2
7263,2
7265,2
7267,2
7269,2
7271,2
7273,2
7275,2
7277,2
7279,2
7281,2
7283,2
7285,2
7287,2
7290,2
7292,2
7294,2
7296,2
7298,2
7300,2
7302,2
7305,2
7307,2
7309,2
7312,2
7315,2
7317,2
7319,2
7320,2
7323,2
7325,2
7328,2
7330,2
7332,2
7335,2
7337,2
7340,2
7342,2
7344,2
7346,2
7348,2
7350,2
7352,2
7354,2
7357,2
7359,2
7361,2
7363,2
7366,2
7368,2
7370,2
7372,2
7374,2
7376,2
7378,2
7380,2
7382,2
7384,2
7386,2
7388,2
7390,2
7392,2
7394,2
7396,2
7398,2
7400,2
7402,2
7404,2
7406,2
7408,2
7410,2
7412,2
7415,2
7417,2
7419,2
7422,2
7424,2
7426,2
7428,2
7430,2
7433,2
7436,2
7438,2
7441,2
7443,2
7445,2
7447,2
7449,2
7451,2
7453,2
7455,2
7457,2
7458,2
7460,2
7462,2
7464,2
7466,2
7468,2
7470,2
7472,2
7474,2
7476,2
7478,2
7480,2
7482,2
7484,2
7486,2
7488,2
7490,2
7492,2
7494,2
7496,2
7498,2
7500,2
7503,2
7505,2
7507,2
7509,2
7511,2
7514,2
7516,2
7518,2
7520,2
7522,2
7524,2
7526,2
7528,2
7530,2
7532,2
7534,2
7536,2
7538,2
7540,2
7542,2
7544,2
7546,2
7548,2
7550,2
7552,2
7554,2
7556,2
7558,2
7560,2
7563,2
7565,2
7567,2
7569,2
7571,2
7573,2
7576,2
7578,2
7580,2
7583,2
7585,2
7587,2
7590,2
7592,2
7594,2
7596,2
7598,2
7600,2
7602,2
7605,2
7607,2
7609,2
7611,2
7613,2
7615,2
7617,2
7619,2
7621,2
7623,2
7625,2
7627,2
7629,2
7631,2
7633,2
7635,2
7637,2
7639,2
7642,2
7644,2
7646,2
7648,2
7650,2
7652,2
7654,2
7656,2
7658,2
7660,2
7662,2
7664,2
7666,2
7668,2
7670,2
7672,2
7674,2
7676,2
7678,2
7680,2
7682,2
7684,2
7686,2
