1,1301
2,1309
3,1317
5,1325
7,1333
12,1340
18,1348
26,1356
35,1364
45,1372
55,1380
65,1388
75,1396
85,1404
94,1411
102,1418
105,1426
106,1433
105,1441
99,1449
91,1457
82,1465
71,1473
61,1481
51,1490
42,1498
34,1506
27,1514
20,1521
13,1529
9,1538
4,1544
1,1551
3,1559
7,1566
12,1573
19,1582
28,1589
37,1596
46,1604
58,1611
68,1618
78,1626
88,1634
97,1642
102,1650
107,1658
109,1666
107,1674
105,1681
100,1688
92,1695
84,1703
73,1711
62,1718
50,1725
41,1733
32,1741
24,1749
18,1757
12,1765
7,1773
3,1781
1,1788
3,1796
5,1804
6,1811
6,1818
6,1826
5,1834
4,1842
4,1850
3,1858
2,1866
2,1873
2,1881
3,1889
4,1897
6,1905
11,1912
16,1920
22,1928
30,1935
38,1943
49,1951
60,1959
71,1968
82,1976
93,1984
101,1992
106,2000
111,2008
111,2016
109,2024
103,2032
94,2040
83,2047
70,2054
56,2062
42,2070
30,2078
17,2086
7,2094
1,2101
9,2108
14,2115
19,2123
24,2129
29,2137
36,2145
42,2153
49,2161
57,2169
65,2177
74,2185
82,2193
89,2200
95,2208
100,2216
101,2224
100,2232
98,2239
95,2246
89,2254
83,2262
75,2269
67,2276
58,2284
48,2293
39,2301
31,2308
23,2316
15,2323
6,2331
1,2339
9,2346
15,2354
21,2362
28,2370
34,2378
41,2386
50,2394
57,2401
66,2408
74,2415
84,2423
94,2432
103,2439
112,2447
120,2455
124,2462
126,2470
124,2478
120,2485
114,2494
106,2500
93,2508
79,2517
65,2525
51,2534
38,2541
28,2549
18,2556
8,2563
1,2571
7,2578
14,2585
20,2593
25,2600
32,2607
38,2614
48,2622
57,2630
67,2638
76,2646
85,2654
92,2662
97,2669
102,2677
104,2685
105,2692
105,2700
102,2708
97,2716
91,2723
84,2730
77,2738
69,2746
61,2754
53,2761
46,2769
38,2777
31,2785
24,2792
18,2800
13,2808
8,2816
3,2824
1,2831
3,2839
6,2847
7,2855
8,2863
9,2870
9,2878
8,2886
8,2894
7,2902
6,2910
5,2918
4,2926
3,2933
3,2941
2,2948
2,2956
2,2964
2,2972
3,2980
3,2988
5,2996
6,3003
8,3011
12,3020
17,3028
25,3036
32,3043
41,3050
51,3057
62,3064
74,3072
86,3080
99,3088
111,3096
121,3103
127,3110
127,3118
127,3125
127,3134
127,3143
127,3153
113,3159
100,3166
86,3173
71,3180
59,3188
48,3195
39,3202
29,3209
23,3217
17,3225
13,3233
12,3241
10,3248
10,3256
9,3264
7,3272
3,3279
0,3287
4,3294
6,3302
7,3310
7,3317
6,3324
5,3332
4,3340
3,3348
3,3356
4,3364
4,3372
3,3380
3,3388
2,3396
1,3404
1,3411
1,3419
1,3427
0,3435
0,3443
0,3451
0,3459
0,3468
0,3476
0,3484
0,3492
0,3500
1,3508
1,3515
1,3523
1,3531
1,3538
1,3546
1,3554
2,3562
2,3570
3,3577
4,3585
6,3593
8,3600
11,3608
15,3615
20,3622
26,3630
32,3637
40,3645
47,3653
55,3661
64,3668
72,3675
80,3682
85,3689
91,3697
94,3704
95,3712
96,3720
94,3728
89,3735
83,3743
74,3751
63,3759
51,3766
37,3774
23,3781
10,3788
3,3795
16,3803
31,3811
42,3819
55,3827
65,3834
73,3842
82,3849
87,3857
92,3865
98,3872
100,3880
102,3887
97,3895
87,3903
75,3910
58,3917
41,3925
24,3934
8,3942
8,3950
24,3958
38,3966
53,3974
64,3982
72,3991
81,3998
85,4006
88,4013
91,4020
94,4028
91,4036
88,4044
81,4052
69,4060
55,4068
37,4075
17,4083
4,4091
26,4099
46,4108
67,4116
81,4124
96,4132
106,4139
112,4147
117,4155
119,4163
116,4171
109,4179
101,4187
90,4196
75,4202
60,4210
46,4218
32,4226
20,4234
10,4242
2,4250
5,4257
7,4264
11,4272
13,4279
13,4286
14,4293
16,4301
18,4309
22,4317
28,4325
33,4333
39,4341
44,4348
49,4356
54,4364
59,4372
63,4379
67,4387
70,4395
73,4403
76,4411
77,4419
78,4427
78,4435
77,4442
74,4450
69,4457
64,4465
58,4473
51,4481
45,4488
39,4495
33,4502
27,4509
21,4516
17,4524
12,4532
10,4540
7,4548
5,4555
4,4563
2,4570
1,4578
0,4586
1,4594
2,4602
3,4610
3,4618
4,4626
5,4634
