22,3537
19,3544
16,3551
13,3559
10,3567
8,3575
5,3583
3,3590
0,3598
2,3606
4,3614
5,3621
7,3629
8,3636
10,3644
11,3652
12,3660
13,3668
14,3676
15,3683
17,3691
18,3699
19,3707
20,3715
22,3723
23,3731
24,3738
25,3746
26,3753
27,3760
28,3768
28,3776
29,3784
29,3792
30,3799
30,3806
31,3814
31,3822
32,3830
32,3837
33,3844
34,3851
34,3859
35,3867
35,3875
35,3883
36,3891
36,3899
36,3906
36,3913
37,3920
37,3928
37,3936
36,3944
36,3951
36,3958
36,3966
36,3974
35,3981
35,3989
35,3997
34,4004
34,4012
34,4021
33,4028
33,4036
33,4044
33,4051
32,4059
32,4067
32,4075
31,4083
31,4091
30,4098
30,4106
30,4114
29,4122
29,4130
28,4137
27,4145
26,4152
25,4160
23,4168
22,4176
20,4184
18,4192
16,4200
14,4208
12,4216
10,4224
9,4232
7,4240
6,4248
5,4257
4,4264
3,4272
2,4280
1,4287
0,4295
1,4303
2,4311
3,4318
4,4325
5,4333
6,4341
8,4348
9,4356
10,4363
12,4370
13,4378
14,4385
15,4393
16,4401
17,4408
18,4416
18,4424
19,4432
20,4440
21,4447
22,4454
24,4462
25,4470
27,4478
30,4485
32,4493
34,4501
36,4509
38,4517
40,4525
42,4533
44,4541
46,4549
48,4557
50,4565
51,4573
53,4581
55,4589
56,4597
57,4604
58,4612
59,4620
60,4628
60,4636
60,4644
60,4652
60,4660
60,4667
60,4675
60,4682
59,4690
59,4698
58,4706
57,4714
57,4721
56,4729
54,4736
53,4744
51,4751
50,4759
48,4767
46,4775
43,4783
40,4790
37,4797
33,4804
28,4812
23,4819
18,4827
12,4835
5,4843
1,4850
8,4858
14,4866
21,4873
26,4881
32,4888
37,4896
41,4904
46,4911
50,4918
54,4925
57,4933
60,4941
62,4949
64,4957
65,4965
66,4972
66,4980
66,4988
66,4995
65,5003
64,5011
63,5019
62,5027
62,5035
61,5043
60,5050
59,5058
58,5066
56,5074
53,5082
50,5089
46,5096
42,5104
36,5112
30,5120
24,5128
17,5136
11,5144
4,5151
1,5158
6,5166
11,5174
15,5182
20,5189
23,5196
26,5205
29,5213
32,5221
35,5229
38,5237
42,5245
45,5252
48,5260
51,5268
54,5274
56,5281
58,5288
61,5296
63,5303
64,5311
66,5319
67,5326
68,5334
69,5342
69,5350
69,5359
68,5366
68,5374
66,5381
65,5389
63,5397
61,5405
59,5413
57,5420
55,5428
53,5436
51,5445
49,5453
45,5460
41,5469
36,5477
30,5485
25,5493
18,5500
10,5507
3,5515
4,5524
11,5532
19,5540
23,5548
29,5556
33,5564
37,5571
42,5579
46,5587
50,5595
54,5603
59,5611
63,5618
67,5625
71,5633
73,5640
75,5648
76,5655
75,5663
75,5670
73,5678
70,5686
65,5694
59,5703
53,5711
44,5719
36,5727
28,5735
19,5743
11,5751
1,5758
8,5767
17,5773
25,5781
32,5790
39,5797
44,5805
49,5813
54,5821
58,5829
62,5837
66,5845
69,5852
71,5860
73,5868
73,5876
70,5884
66,5891
59,5899
52,5907
43,5915
33,5922
23,5930
11,5938
2,5946
15,5954
27,5962
36,5970
46,5977
53,5984
59,5991
64,5999
69,6007
72,6014
72,6022
72,6030
67,6038
62,6046
54,6054
44,6062
34,6070
21,6078
8,6086
5,6094
18,6102
30,6110
42,6118
50,6126
59,6134
66,6142
72,6149
78,6156
82,6164
85,6171
88,6179
88,6187
83,6195
77,6203
66,6210
55,6217
42,6225
27,6233
11,6241
5,6248
21,6256
37,6263
53,6271
64,6279
77,6286
84,6294
92,6302
96,6309
100,6317
100,6325
95,6333
90,6341
81,6348
67,6356
51,6364
33,6372
15,6380
3,6387
19,6396
35,6404
50,6412
60,6419
72,6426
81,6434
87,6442
94,6449
101,6456
106,6464
105,6472
104,6480
95,6487
80,6495
65,6502
47,6509
27,6517
9,6525
12,6533
32,6541
52,6548
67,6556
83,6564
93,6572
99,6580
103,6587
105,6595
99,6603
93,6611
83,6618
73,6625
56,6633
38,6641
19,6649
2,6657
23,6665
44,6673
65,6681
77,6689
91,6699
99,6705
108,6714
111,6721
108,6729
96,6737
84,6745
66,6753
46,6761
27,6768
8,6776
12,6783
35,6791
58,6798
82,6806
101,6814
111,6822
118,6830
115,6838
106,6846
92,6853
79,6861
62,6869
41,6877
20,6885
3,6893
26,6902
50,6910
72,6918
90,6926
104,6934
112,6942
120,6949
122,6957
122,6965
108,6973
93,6980
75,6988
56,6995
37,7003
17,7011
3,7018
25,7026
48,7034
68,7042
90,7050
99,7057
109,7064
110,7071
112,7080
108,7087
100,7094
92,7101
78,7108
59,7116
41,7124
19,7132
5,7140
29,7148
49,7155
71,7162
86,7170
97,7177
109,7184
115,7191
119,7199
121,7207
122,7215
111,7222
99,7230
84,7237
65,7245
46,7253
27,7261
8,7269
10,7277
27,7285
43,7293
59,7300
65,7307
71,7315
74,7322
76,7330
78,7337
80,7345
83,7352
86,7360
89,7368
91,7376
90,7384
87,7391
83,7399
74,7407
65,7415
51,7423
37,7430
21,7438
5,7446
10,7454
28,7462
42,7469
58,7477
73,7484
86,7492
100,7499
110,7507
120,7514
127,7522
127,7530
127,7538
127,7546
119,7553
105,7561
84,7569
64,7577
43,7586
22,7593
2,7600
13,7608
28,7616
